id,class,buying_low,buying_med,buying_vhigh,maint_low,maint_med,maint_vhigh,doors_3,doors_4,doors_5more,persons_4,persons_more,lug_boot_med,lug_boot_small,safety_low,safety_med
1535,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1536,0.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1538,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1539,0.0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1
1541,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1544,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1547,0.0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
1548,1.0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
1549,0.0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0
1550,0.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
1553,0.0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1
1556,0.0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0
1557,0.0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0
1559,1.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1561,0.0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1
1562,0.0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0
1563,0.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1567,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1570,0.0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
1573,1.0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0
1574,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1575,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
1576,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1577,0.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
1578,2.0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
1586,0.0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1
1587,0.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
1589,0.0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0
1591,0.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
1592,0.0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
1593,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1594,0.0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0
1595,3.0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
1596,0.0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
1598,0.0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0
1603,1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
1605,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
1606,0.0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0
1609,0.0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
1613,2.0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1
1614,0.0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0
1615,0.0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
1617,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1618,0.0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
1619,1.0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
1620,1.0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
1621,0.0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
1622,1.0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
1623,0.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1624,0.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1627,3.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
1628,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1629,2.0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1
1630,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
1632,1.0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1
1636,0.0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0
1641,1.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
1644,0.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1645,2.0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1
1648,1.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
1651,0.0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1
1652,1.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
1653,3.0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1655,0.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
1660,0.0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0
1666,0.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
1667,0.0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
1668,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1669,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1670,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1671,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1672,0.0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1
1674,0.0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
1675,3.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1677,1.0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
1678,0.0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
1681,0.0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0
1683,3.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1684,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1687,1.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0
1689,1.0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1
1694,0.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
1696,3.0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0
1697,1.0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1
1698,0.0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0
1699,0.0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0
1700,0.0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1
1701,1.0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1
1702,0.0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0
1703,1.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
1705,0.0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0
1706,0.0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0
1707,0.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
1708,0.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1712,0.0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0
1714,1.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0
1716,2.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1721,1.0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
1722,0.0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
1724,0.0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0
1725,0.0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
1726,0.0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0
